224517,2,4,60,120,0,0,0,8.44429,0,0,3.8925,14,2018
161936,2,4,60,60,0,0,0,8.37468,8.38954,0,2.8337,13,2015
174430,1,4,60,120,0,0,0,8.33941,8.35297,0,3.8982,14,2017
342942,1,4,90,150,0,0,0,8.33708,0,0,3.729,14,2021
233078,3,6,240,480,0,0,0,8.26542,8.26535,0,4.3095,14,2017
167791,1,5,120,120,0,0,0,8.20284,0,0,3.2589,12,2016
316554,1,4,60,120,0,0,0,8.21049,0,0,3.0312,14,2020
291457,1,4,30,120,0,0,0,8.17234,8.20392,0,3.6324,14,2020
115746,2,4,150,180,0,0,0,0,8.24038,8.27936,4.2089,13,2011
187645,2,4,180,240,0,0,0,0,8.20425,0,3.7428,14,2016
162886,1,4,90,120,0,0,0,8.13478,0,0,4.06,13,2017
220308,1,4,60,150,0,0,0,8.17368,0,0,4.3971,12,2017
12333,2,2,120,180,0,0,0,8.06215,0,8.19363,3.6045,13,2005
182028,2,4,120,120,0,0,0,8.10592,0,0,4.4327,14,2015
193738,2,4,75,150,0,0,0,8.07143,0,0,3.7062,12,2016
84876,2,4,30,90,0,0,0,8.00748,0,0,2.9863,12,2011
169786,1,5,90,115,0,0,0,7.97882,0,0,3.4413,14,2016
173346,2,2,30,30,0,0,0,7.9379,0,0,2.2278,10,2015
246900,2,6,60,200,0,0,0,8.05027,0,0,3.6626,14,2020
28720,2,4,60,120,0,0,0,8.01173,0,0,3.8578,14,2007
167355,1,5,90,180,0,0,0,0,7.96778,0,3.4473,12,2018
177736,1,4,30,120,0,0,0,7.98013,0,0,3.8609,12,2016
124361,2,5,100,100,0,0,0,7.96713,0,0,2.9974,13,2013
266507,2,4,90,120,0,0,0,0,8.14331,0,2.7109,13,2019
266192,1,5,40,70,0,7.93146,0,7.85632,0,0,2.4569,10,2019
120677,2,5,60,150,0,0,0,7.92145,0,0,3.973,12,2012
205637,1,2,60,120,0,0,0,0,7.92477,0,3.5278,14,2016
312484,1,4,30,120,0,7.92239,0,7.89225,0,0,2.9054,12,2020
237182,2,4,60,90,0,0,0,7.86058,0,7.74201,3.7813,10,2018
341169,1,4,75,150,0,0,0,7.98466,0,0,3.7247,12,2021
164928,2,4,90,90,0,0,0,7.90561,0,0,3.0267,12,2014
199792,1,4,40,80,0,7.87127,0,7.82671,0,0,2.8091,13,2018
96848,1,4,60,240,0,0,0,7.85649,7.84721,0,4.3549,14,2011
183394,1,6,45,90,0,0,0,7.84397,0,0,2.889,13,2015
251247,1,4,60,120,0,0,0,7.91372,0,0,4.1018,14,2019
324856,2,5,20,20,0,7.93605,0,0,0,0,2.0433,10,2021
192135,1,4,60,120,0,0,0,7.89791,7.96773,0,3.8484,12,2017
175914,2,5,120,240,0,0,0,7.86549,0,0,4.2065,14,2015
256960,1,5,45,120,0,0,0,7.87579,0,0,3.8363,13,2019
285774,1,4,45,90,0,0,0,0,0,0,2.9162,14,2019
247763,1,4,80,150,0,0,0,7.84934,0,0,3.6055,12,2018
3076,3,5,90,150,0,0,0,7.77606,0,0,3.2715,12,2002
102794,1,7,30,210,0,0,0,7.79219,0,0,3.7799,12,2013
170216,2,4,60,90,0,0,0,7.75264,0,0,2.8744,14,2015
295947,1,4,30,45,0,7.79967,0,0,0,0,1.8356,10,2021
185343,1,4,30,120,0,0,0,7.81343,0,0,4.0189,15,2017
31260,1,5,30,150,0,0,0,7.74734,0,0,3.6366,12,2007
184267,1,4,90,150,0,0,0,7.84453,0,0,4.673,14,2020
295770,1,4,30,120,0,0,0,7.93751,8.11326,0,4.3259,14,2022
521,2,4,30,30,0,7.80249,0,0,0,0,1.2348,8,1876
255984,1,4,60,1200,0,0,0,0,7.87572,0,3.2277,13,2021
314040,2,4,45,60,0,0,0,7.87165,7.99612,0,3.1471,14,2020
221107,2,4,60,60,0,0,0,7.78134,7.84748,0,3.2517,14,2017
284378,1,4,60,180,0,0,0,7.8829,0,0,4.3083,14,2020
205059,1,5,120,180,0,0,0,0,7.75862,0,2.6705,14,2016
276025,1,4,30,120,0,0,0,7.78971,0,0,3.9058,12,2019
366013,1,6,30,60,0,7.7853,0,0,0,0,2.177,10,2022
161533,1,4,60,120,0,0,0,7.82075,0,0,4.5953,12,2017
126163,2,4,90,90,0,0,0,7.7302,0,0,3.6705,13,2012
2651,2,6,120,120,0,0,0,7.7055,0,0,3.2563,12,2004
216132,1,4,30,120,0,0,0,7.73691,0,0,3.4585,12,2017
244521,2,4,45,45,0,7.71807,0,0,0,0,1.9455,10,2018
266810,1,4,90,120,0,0,0,7.74025,0,0,3.7162,12,2019
35677,1,5,30,150,0,0,0,7.71419,0,0,3.724,12,2008
284083,2,5,20,20,0,7.71464,0,7.68923,0,0,1.9624,10,2019
164153,1,5,60,120,0,0,0,0,7.72024,0,3.3024,14,2014
125153,1,4,60,150,0,0,0,7.75499,0,0,4.2577,13,2015
209010,2,4,60,120,0,0,0,7.7034,7.75012,0,2.429,14,2016
182874,2,4,60,120,0,0,0,7.71484,0,0,3.2196,12,2015
253344,1,5,90,120,0,0,0,0,7.80878,0,2.4295,14,2019
124742,2,2,45,45,0,0,0,0,0,0,3.4026,14,2012
55690,1,4,60,180,0,0,0,0,7.837,0,4.2653,17,2015
230802,2,4,30,45,0,7.65662,0,0,0,0,1.7593,8,2017
28143,2,4,30,60,0,0,0,7.63551,0,0,2.9903,12,2007
200680,1,4,30,120,0,0,0,7.67199,0,0,3.4615,12,2016
72125,2,6,60,180,0,0,0,7.64057,0,0,3.7027,14,2011
191189,1,4,60,60,0,0,0,7.64249,0,0,2.804,14,2016
157354,2,4,40,80,0,0,0,7.62987,0,0,2.8521,13,2014
201808,2,4,30,60,0,7.63952,0,7.60887,0,0,2.2275,12,2016
231733,1,4,30,90,0,0,0,7.71343,7.72146,0,3.1153,14,2018
159675,1,2,60,120,0,0,0,7.70491,0,0,3.8561,13,2014
25613,2,4,120,120,0,0,0,7.66248,0,0,4.1744,12,2006
229853,1,4,90,120,0,0,0,7.65387,0,0,3.7809,14,2018
317985,2,4,60,120,0,0,0,7.68136,0,0,3.1266,14,2020
110327,2,5,60,120,0,0,0,7.56839,0,0,2.4529,12,2012
171623,2,4,40,100,0,0,0,7.62206,0,0,3.1862,12,2015
62219,2,6,120,240,0,0,0,7.63563,0,0,4.0395,14,2010
121921,1,4,60,120,0,0,0,0,7.57725,0,3.8122,14,2012
68448,2,7,30,30,0,7.58075,0,7.54889,0,0,2.3188,10,2010
279537,1,4,60,75,0,0,0,7.64054,0,0,2.3714,13,2020
264220,1,4,60,120,0,0,0,0,7.67756,0,3.3363,14,2019
93,2,5,60,120,0,0,0,7.58714,0,0,3.0354,12,1995
236457,1,5,60,80,0,0,0,7.56403,0,0,2.7484,12,2018
180263,1,4,5,1000,0,0,0,0,7.58729,0,2.9022,14,2017
37111,3,6,120,180,0,0,0,0,7.54443,0,3.2495,14,2008
225694,3,8,15,45,0,0,7.62494,0,0,0,1.8116,12,2018
122515,2,6,90,120,0,0,0,7.57327,0,0,3.3424,12,2012
155821,2,4,60,90,0,0,0,7.55853,0,0,2.8884,14,2016
18602,2,5,60,150,0,0,0,7.5544,0,0,3.7985,12,2005
170042,2,4,60,80,0,0,0,7.55031,0,0,2.5501,12,2015
163068,2,4,60,180,0,0,0,7.61658,0,0,4.2511,14,2015
40834,2,6,30,30,0,0,0,7.5281,0,0,2.4145,13,2009
172386,2,4,75,150,0,0,0,7.60174,0,0,3.9,12,2015
